2011-11-08;53485.9
2011-11-09;52384
2011-11-10;51588.7
2011-11-11;53559.6
2011-11-12;54252.9
2011-11-13;53915.6
2011-11-14;51370.3
2011-11-15;52028.6
2011-11-16;54248.5
2011-11-17;57691.7
2011-11-18;59745
2011-11-19;59827
2011-11-20;56394.8
2011-11-21;53375.9
2011-11-22;51194
2011-11-23;51085.7
2011-11-24;51246.7
2011-11-25;54700.5
2011-11-26;58637.3
2011-11-27;61160.6
2011-11-28;62964.8
2011-11-29;70788.8
2011-11-30;80195
2011-12-01;83489.9
2011-12-02;83265.9
2011-12-03;77421.5
2011-12-04;71810.8
2011-12-05;63446.5
2011-12-06;59771.6
2011-12-07;58326.7
2011-12-08;56097.8
2011-12-09;55494.2
2011-12-10;56230.1
2011-12-11;55971.1
2011-12-12;56014.8
2011-12-13;55029.8
2011-12-14;54965.8
2011-12-15;52981.3
2011-12-16;55208.5
2011-12-17;56795.4
2011-12-18;56896.8
2011-12-19;54052.6
2011-12-20;53595.9
2011-12-21;53303.9
2011-12-22;54032.6
2011-12-23;55515.8
2011-12-24;57418.4
2011-12-25;57673.7
2011-12-26;56603.8
2011-12-27;56823.8
2011-12-28;58563.4
2011-12-29;60077.3
2011-12-30;68694.9
2011-12-31;71898.8
2012-01-01;71055.5
2012-01-02;60985.9
2012-01-03;54183.9
2012-01-04;48849.8
2012-01-05;44373.7
2012-01-06;42541.4
2012-01-07;42717.7
2012-01-08;42299.8
2012-01-09;41530.8
2012-01-10;40839.2
2012-01-11;41386.5
2012-01-12;41979.4
2012-01-13;43419.4
2012-01-14;44423.7
2012-01-15;45307.6
2012-01-16;45934.6
2012-01-17;47123.5
2012-01-18;47785.2
2012-01-19;48412.1
2012-01-20;48563.5
2012-01-21;47092.2
2012-01-22;41972.4
2012-01-23;36938.7
2012-01-24;34010.1
2012-01-25;34846.1
2012-01-26;36257.7
2012-01-27;39015.9
2012-01-28;43309.7
2012-01-29;49088.4
2012-01-30;62127.9
2012-01-31;69540.9
2012-02-01;70461.5
2012-02-02;62743.5
2012-02-03;57274.1
2012-02-04;54359.2
2012-02-05;50338.7
2012-02-06;47135.2
2012-02-07;45994.9
2012-02-08;45799.3
2012-02-09;51008
2012-02-10;60822.6
2012-02-11;67932.3
2012-02-12;68437.9
2012-02-13;64276.1
2012-02-14;57383.7
2012-02-15;51848
2012-02-16;46157.9
2012-02-17;48817.8
2012-02-18;50784
2012-02-19;50689.7
2012-02-20;47504.9
2012-02-21;45298.3
2012-02-22;45076.6
2012-02-23;45435.9
2012-02-24;47408.5
2012-02-25;49805.4
2012-02-26;50111.7
2012-02-27;49876.7
2012-02-28;61575.9
2012-02-29;77317.8
2012-03-01;87514.4
2012-03-02;88513.7
2012-03-03;84175.9
2012-03-04;79762.1
2012-03-05;70005.8
2012-03-06;61697.2
2012-03-07;57780.4
2012-03-08;56571.8
2012-03-09;59154.3
2012-03-10;61080.9
2012-03-11;60313.3
2012-03-12;56876.8
2012-03-13;54173.2
2012-03-14;54400.2
2012-03-15;58035
2012-03-16;63821.8
2012-03-17;67870.6
2012-03-18;69257.4
